"statistikkvariabel"	"statistikkmål"	"yrke"	"sektor"	"næring (SN2007)"	"kjønn"	"2015 I alt"	"2015 Heltidsansatte"	"2015 Deltidsansatte"	"2016 I alt"	"2016 Heltidsansatte"	"2016 Deltidsansatte"	"2017 I alt"	"2017 Heltidsansatte"	"2017 Deltidsansatte"	"2018 I alt"	"2018 Heltidsansatte"	"2018 Deltidsansatte"	"2019 I alt"	"2019 Heltidsansatte"	"2019 Deltidsansatte"	"2020 I alt"	"2020 Heltidsansatte"	"2020 Deltidsansatte"	"2021 I alt"	"2021 Heltidsansatte"	"2021 Deltidsansatte"	"2022 I alt"	"2022 Heltidsansatte"	"2022 Deltidsansatte"
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"58 Forlagsvirksomhet"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"59 Film- og TV-produksjon, musikkutgivelse"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"59 Film- og TV-produksjon, musikkutgivelse"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"59 Film- og TV-produksjon, musikkutgivelse"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"60 Radio- og fjernsynskringkasting"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"60 Radio- og fjernsynskringkasting"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"60 Radio- og fjernsynskringkasting"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"61 Telekommunikasjon"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"61 Telekommunikasjon"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"61 Telekommunikasjon"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"62 IT-tjenester"	"Begge kjønn"	:	:	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"62 IT-tjenester"	"Menn"	:	:	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"62 IT-tjenester"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"63 Informasjonstjenester"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"63 Informasjonstjenester"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"63 Informasjonstjenester"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"64.1_65.1-65.3 Bank- og forsikringsvirksomhet"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"64.1_65.1-65.3 Bank- og forsikringsvirksomhet"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"64.1_65.1-65.3 Bank- og forsikringsvirksomhet"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"64.2-64.9_66.1-66.3 Annen finansiell tjenesteyting"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"64.2-64.9_66.1-66.3 Annen finansiell tjenesteyting"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"64.2-64.9_66.1-66.3 Annen finansiell tjenesteyting"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"68.2 Utleie av egen eller leid fast eiendom"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"68.2 Utleie av egen eller leid fast eiendom"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"68.2 Utleie av egen eller leid fast eiendom"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"68.31 Eiendomsmegling"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"68.31 Eiendomsmegling"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"68.31 Eiendomsmegling"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"69 Juridisk og regnskapsmessig tjenesteyting"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"69 Juridisk og regnskapsmessig tjenesteyting"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"69 Juridisk og regnskapsmessig tjenesteyting"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"70 Hovedkontortjenester, administrativ rådgivning"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"70 Hovedkontortjenester, administrativ rådgivning"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"70 Hovedkontortjenester, administrativ rådgivning"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"71 Arkitekter og tekniske konsulenter"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	:	:	.	:	:	.	:	:	.	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"71 Arkitekter og tekniske konsulenter"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	:	:	.	:	:	.	:	:	.	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"71 Arkitekter og tekniske konsulenter"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"72 Forskning og utviklingsarbeid"	"Begge kjønn"	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	.	:	:	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"72 Forskning og utviklingsarbeid"	"Menn"	:	:	.	:	:	:	:	:	:	:	:	.	:	:	.	:	:	:	:	:	.	:	:	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"72 Forskning og utviklingsarbeid"	"Kvinner"	:	.	:	:	.	:	:	:	:	:	:	:	:	.	:	:	:	.	.	.	.	:	:	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"73 Reklamevirksomhet og markedsundersøkelser"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"73 Reklamevirksomhet og markedsundersøkelser"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"73 Reklamevirksomhet og markedsundersøkelser"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"77 Utleie- og leasingvirksomhet"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"77 Utleie- og leasingvirksomhet"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"77 Utleie- og leasingvirksomhet"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"78 Arbeidskrafttjenester"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"78 Arbeidskrafttjenester"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"78 Arbeidskrafttjenester"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"79 Reisebyråer og reisearrangører"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"79 Reisebyråer og reisearrangører"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"79 Reisebyråer og reisearrangører"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"80 Vakttjeneste og etterforsking"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"80 Vakttjeneste og etterforsking"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"80 Vakttjeneste og etterforsking"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"81 Tjenester tilknyttet eiendomsdrift"	"Begge kjønn"	:	:	:	:	:	.	:	:	.	:	:	.	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"81 Tjenester tilknyttet eiendomsdrift"	"Menn"	:	:	:	:	:	.	:	:	.	:	:	.	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"81 Tjenester tilknyttet eiendomsdrift"	"Kvinner"	:	.	:	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	:	:	.	:	.	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"81.2 Rengjøringsvirksomhet"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"81.2 Rengjøringsvirksomhet"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"81.2 Rengjøringsvirksomhet"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"82 Forretningsmessig tjenesteyting ellers"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"82 Forretningsmessig tjenesteyting ellers"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"82 Forretningsmessig tjenesteyting ellers"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"84.11 Generell offentlig administrasjon"	"Begge kjønn"	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"84.11 Generell offentlig administrasjon"	"Menn"	:	:	:	:	:	.	:	:	.	:	:	:	:	:	:	:	:	.	:	:	.	:	:	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"84.11 Generell offentlig administrasjon"	"Kvinner"	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"84.12 Offentlig adm. tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern"	"Begge kjønn"	:	:	.	:	:	.	:	:	.	:	:	.	:	:	.	:	:	.	:	:	.	:	:	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"84.12 Offentlig adm. tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern"	"Menn"	:	:	.	:	:	.	:	:	.	:	:	.	:	:	.	:	:	.	:	:	.	:	:	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"84.12 Offentlig adm. tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	:	:	.	:	:	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"84.13 Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked"	"Begge kjønn"	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"84.13 Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked"	"Menn"	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"84.13 Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked"	"Kvinner"	:	:	.	:	:	.	:	:	.	:	:	:	:	:	:	:	:	:	:	:	.	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"84.21 Utenrikssaker"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"84.21 Utenrikssaker"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"84.21 Utenrikssaker"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"84.22 Forsvar"	"Begge kjønn"	35900	35820	:	36390	36350	:	38180	38160	:	40060	40050	:	39620	39550	:	41490	41500	:	42660	42660	:	46480	46530	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"84.22 Forsvar"	"Menn"	37070	36980	:	37800	37780	:	39810	39780	:	41100	41070	:	40760	40700	:	42590	42590	:	43960	43950	:	47970	48020	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"84.22 Forsvar"	"Kvinner"	29550	29330	:	29300	28880	:	30160	29930	:	34480	34310	:	33850	33650	:	35950	35840	:	36310	36260	:	39280	39130	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"84.23 Retts- og fengselsvesen"	"Begge kjønn"	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"84.23 Retts- og fengselsvesen"	"Menn"	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"84.23 Retts- og fengselsvesen"	"Kvinner"	:	:	.	:	:	:	:	:	.	:	:	.	:	:	:	:	:	:	:	:	:	:	:	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"84.24 Politi- og påtalemyndighet"	"Begge kjønn"	:	:	:	:	:	:	:	:	.	:	:	.	:	:	:	:	:	.	:	:	.	:	:	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"84.24 Politi- og påtalemyndighet"	"Menn"	:	:	.	:	:	.	:	:	.	:	:	.	:	:	:	:	:	.	:	:	.	:	:	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"84.24 Politi- og påtalemyndighet"	"Kvinner"	:	:	:	:	:	:	.	.	.	.	.	.	.	.	.	:	:	.	:	:	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"84.25 Brannvern"	"Begge kjønn"	.	.	.	.	.	.	:	:	.	:	:	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"84.25 Brannvern"	"Menn"	.	.	.	.	.	.	:	:	.	:	:	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"84.25 Brannvern"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"84.30 Trygdeordninger underlagt offentlig forvaltning"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"84.30 Trygdeordninger underlagt offentlig forvaltning"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"84.30 Trygdeordninger underlagt offentlig forvaltning"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"85.1-85.2 Førskole- og grunnskoleundervisning"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"85.1-85.2 Førskole- og grunnskoleundervisning"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"85.1-85.2 Førskole- og grunnskoleundervisning"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"85.3 Undervisning på videregående skoles nivå"	"Begge kjønn"	:	:	.	:	:	.	:	:	.	:	:	:	:	:	:	:	:	:	:	.	:	:	:	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"85.3 Undervisning på videregående skoles nivå"	"Menn"	:	:	.	:	:	.	:	:	.	:	:	:	:	:	:	:	:	:	:	.	:	:	:	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"85.3 Undervisning på videregående skoles nivå"	"Kvinner"	:	:	.	.	.	.	.	.	.	:	:	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"85.4 Undervisning i høyere utdanning"	"Begge kjønn"	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"85.4 Undervisning i høyere utdanning"	"Menn"	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"85.4 Undervisning i høyere utdanning"	"Kvinner"	:	:	.	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"85.5-85.6 Annen undervisning og tjenester tilknyttet undervisning"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"85.5-85.6 Annen undervisning og tjenester tilknyttet undervisning"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"85.5-85.6 Annen undervisning og tjenester tilknyttet undervisning"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"86 Helsetjenester"	"Begge kjønn"	35600	35750	34340	37150	37210	36520	37800	38000	35850	39860	40030	38260	40350	40500	:	40850	40760	41650	42080	42040	:	44610	44490	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"86 Helsetjenester"	"Menn"	36470	36500	:	37800	37780	:	38550	38590	:	40660	40680	:	41030	41030	:	41490	41270	:	42790	42600	:	45170	44990	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"86 Helsetjenester"	"Kvinner"	32910	32730	:	34420	:	:	35030	:	:	36530	:	:	37370	:	:	37920	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"86.1 Sykehustjenester"	"Begge kjønn"	35660	35790	34470	37210	37260	36740	37860	38050	35970	39940	40090	:	40390	40550	:	40890	40800	41620	42100	42070	:	44620	44500	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"86.1 Sykehustjenester"	"Menn"	36500	36530	:	37830	37810	:	38570	38610	:	40680	40710	:	41040	41060	:	41480	41270	:	42780	42600	:	45170	44990	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"86.1 Sykehustjenester"	"Kvinner"	32910	32700	:	34470	:	:	35040	:	:	36680	:	:	37450	:	:	38080	:	:	:	:	:	:	:	:
